,sample,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,doi,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,n_replicates,,,,,,,
p1k_00230,fps__fps_ptsI_ale1__2,False Positives,fps,fps_ptsI_ale1,2,Escherichia coli FPS ptsI.1.5.1,BW25113,Batch,Endpoint,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.41,Clonal,,p1k_00219,p1k_00220,NextSeq 550,PAIRED,ILLUMINA,2,doi.org/10.1186/s12918-018-0653-z,GSE117303,SRX4403866,SRR7536301,s3://precise-db/raw_data/fps/SRR7536301_1.fastq.gz,s3://precise-db/raw_data/fps/SRR7536301_2.fastq.gz,Gabriela Guzman,Sibei (Julia) Xu,True,True,True,True,fps:fps_ptsI_ale1,True,True,5/29/18,2,,,,,,
p1k_00231,fps__fps_ptsI_ale3__1,False Positives,fps,fps_ptsI_ale3,1,Escherichia coli FPS ptsI.3.1.0,BW25113,Batch,Endpoint,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.39,Population,,p1k_00219,p1k_00220,NextSeq 550,PAIRED,ILLUMINA,2,doi.org/10.1186/s12918-018-0653-z,GSE117303,SRX4403867,SRR7536302,s3://precise-db/raw_data/fps/SRR7536302_1.fastq.gz,s3://precise-db/raw_data/fps/SRR7536302_2.fastq.gz,Gabriela Guzman,Sibei (Julia) Xu,True,True,True,True,fps:fps_ptsI_ale3,True,True,5/29/18,2,,,,,,
p1k_00232,fps__fps_ptsI_ale3__2,False Positives,fps,fps_ptsI_ale3,2,Escherichia coli FPS ptsI.3.1.0,BW25113,Batch,Endpoint,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.39,Population,,p1k_00219,p1k_00220,NextSeq 550,PAIRED,ILLUMINA,2,doi.org/10.1186/s12918-018-0653-z,GSE117303,SRX4403868,SRR7536303,s3://precise-db/raw_data/fps/SRR7536303_1.fastq.gz,s3://precise-db/raw_data/fps/SRR7536303_2.fastq.gz,Gabriela Guzman,Sibei (Julia) Xu,True,True,True,True,fps:fps_ptsI_ale3,True,True,5/29/18,2,,,,,,
p1k_00233,pal__lyx_ale2_f6__1,Enzyme Promiscuity,pal,lyx_ale2_f6,1,Escherichia coli PAL.2.6.1,MG1655,Batch,Midpoint,M9,37,7,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.25,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,1,doi.org/10.1101/310946,GSE114358,SRX4073855,SRR7154624,s3://precise-db/raw_data/pal/SRR7154624_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154624_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:lyx_ale2_f6,True,False,5/11/16,1,,,,,,
p1k_00234,pal__lyx_ale2__1,Enzyme Promiscuity,pal,lyx_ale2,1,Escherichia coli PAL.2.73.0,MG1655,Batch,Endpoint,M9,37,7,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.45,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073856,SRR7154625,s3://precise-db/raw_data/pal/SRR7154625_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154625_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:lyx_ale2,True,True,5/11/16,2,,,,,,
p1k_00235,pal__lyx_ale2__2,Enzyme Promiscuity,pal,lyx_ale2,2,Escherichia coli PAL.2.73.0,MG1655,Batch,Endpoint,M9,37,7,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.45,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073857,SRR7154626,s3://precise-db/raw_data/pal/SRR7154626_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154626_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:lyx_ale2,True,True,5/11/16,2,,,,,,
p1k_00236,pal__lyx_ale4__1,Enzyme Promiscuity,pal,lyx_ale4,1,Escherichia coli PAL.4.90.0,MG1655,Batch,Endpoint,M9,37,7,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.53,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073858,SRR7154627,s3://precise-db/raw_data/pal/SRR7154627_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154627_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:lyx_ale4,True,True,5/11/16,2,,,,,,
p1k_00237,pal__lyx_ale4__2,Enzyme Promiscuity,pal,lyx_ale4,2,Escherichia coli PAL.4.90.0,MG1655,Batch,Endpoint,M9,37,7,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.53,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073859,SRR7154628,s3://precise-db/raw_data/pal/SRR7154628_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154628_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:lyx_ale4,True,True,5/11/16,2,,,,,,
p1k_00238,pal__5drib_ale10_f18__1,Enzyme Promiscuity,pal,5drib_ale10_f18,1,Escherichia coli PAL.10.18.1,MG1655,Batch,Midpoint,M9,37,7,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.3,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073860,SRR7154629,s3://precise-db/raw_data/pal/SRR7154629_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154629_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:5drib_ale10_f18,True,True,5/11/16,2,,,,,,
p1k_00239,pal__5drib_ale10_f18__2,Enzyme Promiscuity,pal,5drib_ale10_f18,2,Escherichia coli PAL.10.18.1,MG1655,Batch,Midpoint,M9,37,7,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.3,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073861,SRR7154631,s3://precise-db/raw_data/pal/SRR7154631_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154631_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:5drib_ale10_f18,True,True,5/11/16,2,,,,,,
p1k_00240,pal__5drib_ale10__1,Enzyme Promiscuity,pal,5drib_ale10,1,Escherichia coli PAL.10.118.0,MG1655,Batch,Endpoint,M9,37,7,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.43,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,1,doi.org/10.1101/310946,GSE114358,SRX4073862,SRR7154632,s3://precise-db/raw_data/pal/SRR7154632_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154632_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:5drib_ale10,True,False,5/11/16,1,,,,,,
p1k_00241,pal__arab_ale14_f9__1,Enzyme Promiscuity,pal,arab_ale14_f9,1,Escherichia coli PAL.14.9.1,MG1655,Batch,Midpoint,M9,37,7,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.27,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073863,SRR7154633,s3://precise-db/raw_data/pal/SRR7154633_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154633_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:arab_ale14_f9,True,True,5/11/16,2,,,,,,
p1k_00242,pal__arab_ale14_f9__2,Enzyme Promiscuity,pal,arab_ale14_f9,2,Escherichia coli PAL.14.9.1,MG1655,Batch,Midpoint,M9,37,7,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.27,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073864,SRR7154634,s3://precise-db/raw_data/pal/SRR7154634_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154634_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:arab_ale14_f9,True,True,5/11/16,2,,,,,,
p1k_00243,pal__arab_ale14__1,Enzyme Promiscuity,pal,arab_ale14,1,Escherichia coli PAL.14.78.0,MG1655,Batch,Endpoint,M9,37,7,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.42,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073865,SRR7154635,s3://precise-db/raw_data/pal/SRR7154635_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154635_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:arab_ale14,True,True,5/11/16,2,,,,,,
p1k_00244,pal__arab_ale14__2,Enzyme Promiscuity,pal,arab_ale14,2,Escherichia coli PAL.14.78.0,MG1655,Batch,Endpoint,M9,37,7,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.42,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073867,SRR7154636,s3://precise-db/raw_data/pal/SRR7154636_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154636_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:arab_ale14,True,True,5/11/16,2,,,,,,
p1k_00245,pal__arab_ale16__1,Enzyme Promiscuity,pal,arab_ale16,1,Escherichia coli PAL.16.70.0,MG1655,Batch,Endpoint,M9,37,7,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.56,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073868,SRR7154637,s3://precise-db/raw_data/pal/SRR7154637_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154637_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:arab_ale16,True,True,5/11/16,2,,,,,,
p1k_00246,pal__arab_ale16__2,Enzyme Promiscuity,pal,arab_ale16,2,Escherichia coli PAL.16.70.0,MG1655,Batch,Endpoint,M9,37,7,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.56,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073869,SRR7154638,s3://precise-db/raw_data/pal/SRR7154638_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154638_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:arab_ale16,True,True,5/11/16,2,,,,,,
p1k_00247,pal__tartr_ale26_f10__1,Enzyme Promiscuity,pal,tartr_ale26_f10,1,Escherichia coli PAL.26.10.1,MG1655,Batch,Midpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.16,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073870,SRR7154639,s3://precise-db/raw_data/pal/SRR7154639_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154639_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale26_f10,True,True,5/11/16,2,,,,,,
p1k_00248,pal__tartr_ale26_f10__2,Enzyme Promiscuity,pal,tartr_ale26_f10,2,Escherichia coli PAL.26.10.1,MG1655,Batch,Midpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.16,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073871,SRR7154640,s3://precise-db/raw_data/pal/SRR7154640_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154640_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale26_f10,True,True,5/11/16,2,,,,,,
p1k_00249,pal__tartr_ale26__1,Enzyme Promiscuity,pal,tartr_ale26,1,Escherichia coli PAL.26.86.0,MG1655,Batch,Endpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.28,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073874,SRR7154643,s3://precise-db/raw_data/pal/SRR7154643_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154643_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale26,True,True,5/11/16,2,,,,,,
p1k_00250,pal__tartr_ale26__2,Enzyme Promiscuity,pal,tartr_ale26,2,Escherichia coli PAL.26.86.0,MG1655,Batch,Endpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.28,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073875,SRR7154644,s3://precise-db/raw_data/pal/SRR7154644_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154644_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale26,True,True,5/11/16,2,,,,,,
p1k_00251,pal__tartr_ale28_f10__1,Enzyme Promiscuity,pal,tartr_ale28_f10,1,Escherichia coli PAL.28.10.1,MG1655,Batch,Midpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.22,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073872,SRR7154641,s3://precise-db/raw_data/pal/SRR7154641_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154641_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale28_f10,True,True,5/11/16,2,,,,,,
p1k_00252,pal__tartr_ale28_f10__2,Enzyme Promiscuity,pal,tartr_ale28_f10,2,Escherichia coli PAL.28.10.1,MG1655,Batch,Midpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.22,Clonal,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073873,SRR7154642,s3://precise-db/raw_data/pal/SRR7154642_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154642_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale28_f10,True,True,5/11/16,2,,,,,,
p1k_00253,pal__tartr_ale28__1,Enzyme Promiscuity,pal,tartr_ale28,1,Escherichia coli PAL.28.88.0,MG1655,Batch,Endpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.41,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073876,SRR7154645,s3://precise-db/raw_data/pal/SRR7154645_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154645_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale28,True,True,5/11/16,2,,,,,,
p1k_00254,pal__tartr_ale28__2,Enzyme Promiscuity,pal,tartr_ale28,2,Escherichia coli PAL.28.88.0,MG1655,Batch,Endpoint,M9,37,7,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.41,Population,,p1k_00001,p1k_00002,HiSeq 2500,PAIRED,ILLUMINA,2,doi.org/10.1101/310946,GSE114358,SRX4073877,SRR7154646,s3://precise-db/raw_data/pal/SRR7154646_1.fastq.gz,s3://precise-db/raw_data/pal/SRR7154646_2.fastq.gz,Gabriela Guzman,Gabriela Guzman,True,True,True,True,pal:tartr_ale28,True,True,5/11/16,2,,,,,,
p1k_00259,efeU__menFentC_ale39__1,Pseudogene Repair,efeU,menFentC_ale39,1,Escherichia coli EEP_menF_entC.39.91.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.98,Clonal,,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036615,SRR8218067,s3://precise-db/raw_data/efeU/SRR8218067_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218067_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentC_ale39,True,True,5/21/18,2,,,,,,
p1k_00260,efeU__menFentC_ale39__2,Pseudogene Repair,efeU,menFentC_ale39,2,Escherichia coli EEP_menF_entC.39.91.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.98,Clonal,,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036616,SRR8218068,s3://precise-db/raw_data/efeU/SRR8218068_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218068_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentC_ale39,True,True,5/21/18,2,,,,,,
p1k_00261,efeU__menFentC_ale29__1,Pseudogene Repair,efeU,menFentC_ale29,1,Escherichia coli EEP_menF_entC.29.82.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.9,Clonal,,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036617,SRR8218069,s3://precise-db/raw_data/efeU/SRR8218069_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218069_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentC_ale29,True,True,5/21/18,2,,,,,,
p1k_00262,efeU__menFentC_ale29__2,Pseudogene Repair,efeU,menFentC_ale29,2,Escherichia coli EEP_menF_entC.29.82.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.9,Clonal,,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036618,SRR8218070,s3://precise-db/raw_data/efeU/SRR8218070_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218070_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentC_ale29,True,True,5/21/18,2,,,,,,
p1k_00263,efeU__menFentC_ale30__1,Pseudogene Repair,efeU,menFentC_ale30,1,Escherichia coli EEP_menF_entC.30.83.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.95,Clonal,,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036619,SRR8218071,s3://precise-db/raw_data/efeU/SRR8218071_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218071_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentC_ale30,True,True,5/21/18,2,,,,,,
p1k_00264,efeU__menFentC_ale30__2,Pseudogene Repair,efeU,menFentC_ale30,2,Escherichia coli EEP_menF_entC.30.83.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.95,Clonal,,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036620,SRR8218072,s3://precise-db/raw_data/efeU/SRR8218072_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218072_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentC_ale30,True,True,5/21/18,2,,,,,,
p1k_00265,efeU__menFentCubiC_ale36__1,Pseudogene Repair,efeU,menFentCubiC_ale36,1,Escherichia coli EEP_menF_entC_ubiC.36.86.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036621,SRR8218073,s3://precise-db/raw_data/efeU/SRR8218073_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218073_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentCubiC_ale36,True,True,5/21/18,2,,,,,,
p1k_00266,efeU__menFentCubiC_ale36__2,Pseudogene Repair,efeU,menFentCubiC_ale36,2,Escherichia coli EEP_menF_entC_ubiC.36.86.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036622,SRR8218074,s3://precise-db/raw_data/efeU/SRR8218074_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218074_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentCubiC_ale36,True,True,5/21/18,2,,,,,,
p1k_00267,efeU__menFentCubiC_ale37__1,Pseudogene Repair,efeU,menFentCubiC_ale37,1,Escherichia coli EEP_menF_entC_ubiC.37.25.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.46,Clonal,Also used in quinone study,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036623,SRR8218075,s3://precise-db/raw_data/efeU/SRR8218075_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218075_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentCubiC_ale37,True,True,5/21/18,2,,,,,,
p1k_00268,efeU__menFentCubiC_ale37__2,Pseudogene Repair,efeU,menFentCubiC_ale37,2,Escherichia coli EEP_menF_entC_ubiC.37.25.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.46,Clonal,Also used in quinone study,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036624,SRR8218076,s3://precise-db/raw_data/efeU/SRR8218076_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218076_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentCubiC_ale37,True,True,5/21/18,2,,,,,,
p1k_00269,efeU__menFentCubiC_ale38__1,Pseudogene Repair,efeU,menFentCubiC_ale38,1,Escherichia coli EEP_menF_entC_ubiC.38.28.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036625,SRR8218077,s3://precise-db/raw_data/efeU/SRR8218077_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218077_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentCubiC_ale38,True,True,5/21/18,2,,,,,,
p1k_00270,efeU__menFentCubiC_ale38__2,Pseudogene Repair,efeU,menFentCubiC_ale38,2,Escherichia coli EEP_menF_entC_ubiC.38.28.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,p1k_00257,p1k_00258,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41564-018-0340-2,GSE122779,SRX5036626,SRR8218078,s3://precise-db/raw_data/efeU/SRR8218078_1.fastq.gz,s3://precise-db/raw_data/efeU/SRR8218078_2.fastq.gz,Amitesh Anand,Richard Szubin,True,True,True,True,efeU:menFentCubiC_ale38,True,True,5/21/18,2,,,,,,
p1k_00283,nquinone__delubiC__1,Naphthoquinone,nquinone,delubiC,1,Escherichia coli K-12 MG1655 del_ubiC,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00283,p1k_00284,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1073/pnas.1909987116,GSE135867,SRX6720206,SRR9972884,s3://precise-db/raw_data/nquinone/HRS_QN5A_S23_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN5A_S23_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,True,True,True,True,nquinone:delubiC,True,True,5/21/18,2,,,,,,
p1k_00284,nquinone__delubiC__2,Naphthoquinone,nquinone,delubiC,2,Escherichia coli K-12 MG1655 del_ubiC,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00283,p1k_00284,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1073/pnas.1909987116,GSE135867,SRX6720207,SRR9972885,s3://precise-db/raw_data/nquinone/HRS_QN5B_S24_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN5B_S24_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,True,True,True,True,nquinone:delubiC,True,True,5/21/18,2,,,,,,
p1k_00285,nquinone__ubiC_ale1__1,Naphthoquinone,nquinone,ubiC_ale1,1,Escherichia coli EEP_ubiC.1.52.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Clonal,,p1k_00283,p1k_00284,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1073/pnas.1909987116,GSE135867,SRX6720208,SRR9972886,s3://precise-db/raw_data/nquinone/HRS_QN6A_S34_L003_R1_001.fastq.gz,s3://precise-db/raw_data/nquinone/HRS_QN6A_S34_L003_R2_001.fastq.gz,Amitesh Anand,Amitesh Anand,True,True,True,True,nquinone:ubiC_ale1,True,True,5/21/18,2,,,,,,
